gene,tpm,percentile,status
UBQLN2,110.39,97.3,EXPRESSED
TMEM150C,110.29,97.3,EXPRESSED
CREB3L1,110.26,97.3,EXPRESSED
MFAP3,110.22,97.3,EXPRESSED
ATAD1,109.95,97.3,EXPRESSED
IKZF5,109.93,97.3,EXPRESSED
SUPT6H,109.87,97.3,EXPRESSED
UBR1,109.75,97.3,EXPRESSED
GNB2,109.53,97.3,EXPRESSED
FILIP1L,109.49,97.3,EXPRESSED
GIMAP4,109.25,97.3,EXPRESSED
TMEM41B,109.22,97.3,EXPRESSED
GHITM,109.04,97.3,EXPRESSED
GPR107,108.97,97.3,EXPRESSED
TNFRSF1A,108.95,97.3,EXPRESSED
HSPA13,108.65,97.3,EXPRESSED
ADAM9,108.51,97.3,EXPRESSED
GNB1,108.27,97.3,EXPRESSED
ATP11C,108.25,97.3,EXPRESSED
MIA3,108.23,97.3,EXPRESSED
CCNT2,108.15,97.3,EXPRESSED
GRINA,107.74,97.2,EXPRESSED
BICD2,107.64,97.2,EXPRESSED
TMX3,107.2,97.2,EXPRESSED
NAA35,107.08,97.2,EXPRESSED
EMD,107.05,97.2,EXPRESSED
FAM193A,106.9,97.2,EXPRESSED
APC,106.87,97.2,EXPRESSED
CTSO,106.82,97.2,EXPRESSED
LTBR,106.77,97.2,EXPRESSED
PTEN,106.61,97.2,EXPRESSED
STX12,106.51,97.2,EXPRESSED
ADIPOR1,106.45,97.2,EXPRESSED
PIP5K1A,106.43,97.2,EXPRESSED
PCYOX1,106.4,97.2,EXPRESSED
YIPF6,106.3,97.2,EXPRESSED
CLEC7A,106.2,97.2,EXPRESSED
EOGT,105.71,97.2,EXPRESSED
KCNJ8,104.99,97.1,EXPRESSED
ADGRA3,104.96,97.1,EXPRESSED
TMEM47,104.48,97.1,EXPRESSED
ADGRF5,104.48,97.1,EXPRESSED
TEX10,104.45,97.1,EXPRESSED
PAIP1,104.26,97.1,EXPRESSED
DIP2C,104.11,97.1,EXPRESSED
CFL2,103.87,97.1,EXPRESSED
CLEC14A,103.62,97.1,EXPRESSED
MMP16,103.55,97.1,EXPRESSED
SCARB2,103.42,97.1,EXPRESSED
HYOU1,103.37,97.1,EXPRESSED
TIMMDC1,103.35,97.1,EXPRESSED
LPAR6,103.29,97.1,EXPRESSED
PGRMC1,102.71,97.1,EXPRESSED
CRK,102.18,97.1,EXPRESSED
PEBP1,102.15,97.1,EXPRESSED
LCP1,102.06,97.1,EXPRESSED
BLTP1,102.04,97.1,EXPRESSED
TMX1,101.99,97.1,EXPRESSED
SPCS1,101.98,97.1,EXPRESSED
PCDHB13,101.9,97.0,EXPRESSED
UBA3,101.61,97.0,EXPRESSED
LRCH1,101.22,97.0,EXPRESSED
SLC25A27,101.06,97.0,EXPRESSED
ITGA4,100.86,97.0,EXPRESSED
TXNDC15,100.78,97.0,EXPRESSED
PIP4K2C,100.72,97.0,EXPRESSED
VAPA,100.72,97.0,EXPRESSED
CD36,100.53,97.0,EXPRESSED
MTHFD1L,100.52,97.0,EXPRESSED
ORMDL3,100.52,97.0,EXPRESSED
MAGEH1,100.5,97.0,EXPRESSED
PDHX,100.38,97.0,EXPRESSED
RPS6KA3,100.36,97.0,EXPRESSED
KARS1,100.33,97.0,EXPRESSED
B4GALT1,100.32,97.0,EXPRESSED
COX7A2,100.04,97.0,EXPRESSED
OXA1L,100.0,97.0,EXPRESSED
RNFT1,99.86,97.0,EXPRESSED
UBR4,99.83,97.0,EXPRESSED
CTTN,99.74,97.0,EXPRESSED
CFAP126,99.71,97.0,EXPRESSED
DDR2,99.7,97.0,EXPRESSED
MARS1,99.66,97.0,EXPRESSED
HACD3,99.41,97.0,EXPRESSED
RIF1,99.35,97.0,EXPRESSED
RCN2,99.29,96.9,EXPRESSED
ATP2A2,99.17,96.9,EXPRESSED
PCMTD1,99.17,96.9,EXPRESSED
ERC1,99.04,96.9,EXPRESSED
OSBPL5,99.03,96.9,EXPRESSED
TSPAN12,99.02,96.9,EXPRESSED
RRM1,98.96,96.9,EXPRESSED
XPO7,98.89,96.9,EXPRESSED
ABCB7,98.88,96.9,EXPRESSED
GPR183,98.87,96.9,EXPRESSED
PTDSS1,98.85,96.9,EXPRESSED
RNF213,98.74,96.9,EXPRESSED
OSBPL10,98.73,96.9,EXPRESSED
MIER1,98.71,96.9,EXPRESSED
JAK2,98.62,96.9,EXPRESSED
NOTCH3,98.58,96.9,EXPRESSED
WDR1,98.5,96.9,EXPRESSED
MACO1,98.14,96.9,EXPRESSED
HLA-C,98.08,96.9,EXPRESSED
PTPRK,97.99,96.9,EXPRESSED
TAX1BP1,97.97,96.9,EXPRESSED
COX7A2L,97.89,96.9,EXPRESSED
RPIA,97.87,96.9,EXPRESSED
CDK7,97.7,96.9,EXPRESSED
NDST1,97.69,96.9,EXPRESSED
CXCR4,97.56,96.9,EXPRESSED
CHD8,97.5,96.9,EXPRESSED
FYN,97.47,96.9,EXPRESSED
LHFPL2,97.45,96.9,EXPRESSED
CASD1,97.3,96.9,EXPRESSED
MARCKSL1,97.24,96.9,EXPRESSED
RNF144B,97.17,96.9,EXPRESSED
ANO5,97.01,96.8,EXPRESSED
CLDND1,96.91,96.8,EXPRESSED
DHX36,96.88,96.8,EXPRESSED
PCDHGA4,96.78,96.8,EXPRESSED
VAMP7,96.56,96.8,EXPRESSED
BTNL9,96.51,96.8,EXPRESSED
UBA52,96.47,96.8,EXPRESSED
RNF152,96.41,96.8,EXPRESSED
SMG1,96.31,96.8,EXPRESSED
POLR1E,96.18,96.8,EXPRESSED
EHBP1,96.12,96.8,EXPRESSED
TMEM117,95.95,96.8,EXPRESSED
PCDHB10,95.91,96.8,EXPRESSED
TMEM106B,95.9,96.8,EXPRESSED
SNRPF,95.83,96.8,EXPRESSED
MACF1,95.83,96.8,EXPRESSED
ENG,95.75,96.8,EXPRESSED
RNF26,95.67,96.8,EXPRESSED
MED23,95.59,96.8,EXPRESSED
TTC14,95.56,96.8,EXPRESSED
DTNA,95.36,96.8,EXPRESSED
SETD5,95.34,96.8,EXPRESSED
ZNF706,95.32,96.8,EXPRESSED
SOAT1,95.29,96.8,EXPRESSED
UBE2B,95.25,96.8,EXPRESSED
CPLANE1,95.17,96.7,EXPRESSED
TRRAP,95.09,96.7,EXPRESSED
SAMD8,94.97,96.7,EXPRESSED
FKBP8,94.88,96.7,EXPRESSED
PDZD2,94.75,96.7,EXPRESSED
FAF2,94.72,96.7,EXPRESSED
PPP3R1,94.36,96.7,EXPRESSED
TOMM22,94.33,96.7,EXPRESSED
KANSL1L,94.24,96.7,EXPRESSED
MET,94.23,96.7,EXPRESSED
MAP3K1,94.19,96.7,EXPRESSED
COX6C,94.1,96.7,EXPRESSED
TSG101,93.95,96.7,EXPRESSED
EHD3,93.91,96.7,EXPRESSED
SLC39A14,93.88,96.7,EXPRESSED
HBS1L,93.81,96.7,EXPRESSED
TMEM39A,93.72,96.7,EXPRESSED
ERP44,93.63,96.7,EXPRESSED
TMEM165,93.51,96.7,EXPRESSED
CHMP2A,93.11,96.7,EXPRESSED
ATP8B2,93.05,96.7,EXPRESSED
LEPROT,92.98,96.7,EXPRESSED
VKORC1L1,92.85,96.7,EXPRESSED
CLCN3,92.81,96.7,EXPRESSED
TUSC3,92.78,96.7,EXPRESSED
TSN,92.71,96.7,EXPRESSED
ARMCX3,92.64,96.7,EXPRESSED
UBAP1,92.28,96.6,EXPRESSED
PPM1L,92.05,96.6,EXPRESSED
MPHOSPH8,91.57,96.6,EXPRESSED
ARRDC4,91.54,96.6,EXPRESSED
PNPLA8,91.53,96.6,EXPRESSED
QARS1,91.5,96.6,EXPRESSED
ZNF407,91.44,96.6,EXPRESSED
SWAP70,91.34,96.6,EXPRESSED
VAMP4,91.32,96.6,EXPRESSED
SDHC,91.19,96.6,EXPRESSED
TPRG1L,91.12,96.6,EXPRESSED
ACTN1,90.93,96.6,EXPRESSED
EVI5,90.85,96.6,EXPRESSED
CCDC93,90.8,96.6,EXPRESSED
ZMPSTE24,90.73,96.6,EXPRESSED
SCARA3,90.52,96.6,EXPRESSED
SYNE1,90.43,96.6,EXPRESSED
CD53,90.26,96.6,EXPRESSED
CUX1,90.25,96.6,EXPRESSED
CEBPZOS,90.17,96.6,EXPRESSED
ATIC,89.79,96.5,EXPRESSED
IFIT5,89.61,96.5,EXPRESSED
ATP5MK,89.6,96.5,EXPRESSED
FPR3,89.56,96.5,EXPRESSED
HLA-A,89.49,96.5,EXPRESSED
MCAM,89.47,96.5,EXPRESSED
BTN2A1,89.41,96.5,EXPRESSED
CCDC124,89.36,96.5,EXPRESSED
ATG3,89.34,96.5,EXPRESSED
NCSTN,89.19,96.5,EXPRESSED
WIPF1,89.08,96.5,EXPRESSED
SDE2,89.06,96.5,EXPRESSED
AKAP10,88.93,96.5,EXPRESSED
SUN1,88.92,96.5,EXPRESSED
NDRG1,88.84,96.5,EXPRESSED
SUCLG1,88.83,96.5,EXPRESSED
VTI1B,88.82,96.5,EXPRESSED
MCU,88.64,96.5,EXPRESSED
FZD5,88.58,96.5,EXPRESSED
TENT4A,88.55,96.5,EXPRESSED
SLIT2,88.41,96.5,EXPRESSED
ESYT1,88.39,96.5,EXPRESSED
CASP4,88.22,96.5,EXPRESSED
LYVE1,88.19,96.5,EXPRESSED
SPTLC1,88.18,96.5,EXPRESSED
IL13RA2,88.08,96.5,EXPRESSED
FHL1,88.01,96.5,EXPRESSED
STX6,87.95,96.4,EXPRESSED
ACTR10,87.93,96.4,EXPRESSED
DENND5B,87.88,96.4,EXPRESSED
UGGT2,87.74,96.4,EXPRESSED
UAP1,87.52,96.4,EXPRESSED
CTSS,87.45,96.4,EXPRESSED
MLEC,87.42,96.4,EXPRESSED
TOR1A,87.38,96.4,EXPRESSED
UBE2D2,87.16,96.4,EXPRESSED
TMEM109,87.08,96.4,EXPRESSED
NF1,87.08,96.4,EXPRESSED
CD163L1,86.89,96.4,EXPRESSED
ADIPOR2,86.86,96.4,EXPRESSED
AP2M1,86.79,96.4,EXPRESSED
PCNX1,86.52,96.4,EXPRESSED
JKAMP,86.47,96.4,EXPRESSED
YIPF3,86.28,96.4,EXPRESSED
GNAQ,86.19,96.4,EXPRESSED
EMC3,86.04,96.3,EXPRESSED
AUP1,86.01,96.3,EXPRESSED
VASN,86.0,96.3,EXPRESSED
FZD1,85.96,96.3,EXPRESSED
PSMD2,85.89,96.3,EXPRESSED
TMTC1,85.75,96.3,EXPRESSED
SNX13,85.74,96.3,EXPRESSED
DOCK4,85.73,96.3,EXPRESSED
GDE1,85.7,96.3,EXPRESSED
IFNGR2,85.57,96.3,EXPRESSED
SHLD2,85.28,96.3,EXPRESSED
USP3,85.2,96.3,EXPRESSED
TULP3,85.08,96.3,EXPRESSED
DRAM2,84.95,96.3,EXPRESSED
ZSCAN29,84.94,96.3,EXPRESSED
TMEM259,84.92,96.3,EXPRESSED
NNT,84.83,96.3,EXPRESSED
RP2,84.52,96.3,EXPRESSED
ECE1,84.47,96.3,EXPRESSED
AGPAT5,84.46,96.3,EXPRESSED
PYGL,84.37,96.3,EXPRESSED
MRPL32,84.34,96.3,EXPRESSED
NAPG,84.2,96.3,EXPRESSED
CD59,84.19,96.3,EXPRESSED
ACP5,84.14,96.3,EXPRESSED
EDEM3,84.12,96.3,EXPRESSED
LEPROTL1,84.07,96.2,EXPRESSED
NEDD4,83.94,96.2,EXPRESSED
PPP1R12B,83.85,96.2,EXPRESSED
TMEM126A,83.82,96.2,EXPRESSED
STX18,83.79,96.2,EXPRESSED
GALNT11,83.65,96.2,EXPRESSED
ALDH9A1,83.64,96.2,EXPRESSED
GPX8,83.64,96.2,EXPRESSED
SPCS2,83.51,96.2,EXPRESSED
TMED8,83.48,96.2,EXPRESSED
CD84,83.46,96.2,EXPRESSED
PIGK,83.41,96.2,EXPRESSED
DIAPH1,83.38,96.2,EXPRESSED
TMEM87B,83.33,96.2,EXPRESSED
IFI27L2,83.26,96.2,EXPRESSED
NUDT9,83.17,96.2,EXPRESSED
NEPRO,82.9,96.2,EXPRESSED
MPC2,82.74,96.2,EXPRESSED
ATF7,82.74,96.2,EXPRESSED
CCDC59,82.67,96.2,EXPRESSED
AKAP12,82.42,96.2,EXPRESSED
PAFAH1B2,82.29,96.2,EXPRESSED
RALGAPA1,82.23,96.2,EXPRESSED
ANKRA2,82.2,96.2,EXPRESSED
AXL,82.12,96.1,EXPRESSED
VEZT,82.04,96.1,EXPRESSED
NIBAN2,82.03,96.1,EXPRESSED
SUCLG2,82.0,96.1,EXPRESSED
SLC35A5,81.98,96.1,EXPRESSED
TLR4,81.95,96.1,EXPRESSED
FAM171B,81.67,96.1,EXPRESSED
ZNF510,81.6,96.1,EXPRESSED
TMEM183A,81.47,96.1,EXPRESSED
TMEM167B,81.27,96.1,EXPRESSED
ITSN2,81.27,96.1,EXPRESSED
FOLR2,81.21,96.1,EXPRESSED
MAP3K7,81.17,96.1,EXPRESSED
SFSWAP,81.08,96.1,EXPRESSED
SPG11,81.08,96.1,EXPRESSED
IRS1,81.04,96.1,EXPRESSED
SNTB2,81.03,96.1,EXPRESSED
TBC1D5,80.82,96.1,EXPRESSED
SLC26A2,80.79,96.1,EXPRESSED
ZBTB33,80.79,96.1,EXPRESSED
GNAI2,80.77,96.1,EXPRESSED
GLB1,80.77,96.1,EXPRESSED
SELENOI,80.74,96.1,EXPRESSED
CCPG1,80.72,96.1,EXPRESSED
BCL2L2,80.68,96.1,EXPRESSED
BTBD10,80.56,96.1,EXPRESSED
KCNAB1,80.44,96.1,EXPRESSED
GTF3C3,80.44,96.1,EXPRESSED
SDF4,80.16,96.0,EXPRESSED
SCCPDH,80.11,96.0,EXPRESSED
CDC42EP1,80.05,96.0,EXPRESSED
CEP95,80.02,96.0,EXPRESSED
GBA1,79.89,96.0,EXPRESSED
SEC22C,79.82,96.0,EXPRESSED
BLVRB,79.7,96.0,EXPRESSED
METTL9,79.68,96.0,EXPRESSED
COG3,79.52,96.0,EXPRESSED
FGFR1,79.44,96.0,EXPRESSED
TRPA1,79.4,96.0,EXPRESSED
ORMDL1,79.35,96.0,EXPRESSED
ZEB2,79.32,96.0,EXPRESSED
RSBN1L,79.32,96.0,EXPRESSED
CYP2U1,79.29,96.0,EXPRESSED
CD302,79.19,96.0,EXPRESSED
GDI1,79.11,96.0,EXPRESSED
TYW1B,79.07,96.0,EXPRESSED
ATP13A3,78.95,96.0,EXPRESSED
CASP7,78.8,96.0,EXPRESSED
SLMAP,78.77,96.0,EXPRESSED
MELK,78.74,96.0,EXPRESSED
SLC15A4,78.59,96.0,EXPRESSED
APCDD1,78.52,96.0,EXPRESSED
ABHD2,78.2,96.0,EXPRESSED
OTULIN,78.14,96.0,EXPRESSED
MBOAT2,78.09,95.9,EXPRESSED
ERP29,77.98,95.9,EXPRESSED
LHFPL6,77.97,95.9,EXPRESSED
INSIG1,77.95,95.9,EXPRESSED
MAP7D3,77.94,95.9,EXPRESSED
MEGF10,77.86,95.9,EXPRESSED
XIAP,77.81,95.9,EXPRESSED
LASP1,77.8,95.9,EXPRESSED
SLC9A9,77.73,95.9,EXPRESSED
UBE3A,77.72,95.9,EXPRESSED
SLC66A3,77.69,95.9,EXPRESSED
KDELR1,77.68,95.9,EXPRESSED
SLCO2B1,77.63,95.9,EXPRESSED
GNE,77.53,95.9,EXPRESSED
PTPN1,77.48,95.9,EXPRESSED
OR52B6,77.46,95.9,EXPRESSED
GPBP1L1,77.28,95.9,EXPRESSED
ERGIC3,77.14,95.9,EXPRESSED
F2R,77.04,95.9,EXPRESSED
TTC13,76.91,95.9,EXPRESSED
NRAS,76.9,95.9,EXPRESSED
MGAT5,76.83,95.9,EXPRESSED
ARHGEF11,76.7,95.9,EXPRESSED
WDR6,76.67,95.9,EXPRESSED
RIC1,76.59,95.9,EXPRESSED
ABHD13,76.5,95.8,EXPRESSED
PEX2,76.48,95.8,EXPRESSED
ADD1,76.46,95.8,EXPRESSED
FSCN1,76.46,95.8,EXPRESSED
HGSNAT,76.26,95.8,EXPRESSED
PLBD1,76.23,95.8,EXPRESSED
SEC61A1,76.17,95.8,EXPRESSED
CDS2,75.94,95.8,EXPRESSED
TOPBP1,75.82,95.8,EXPRESSED
SLC25A46,75.8,95.8,EXPRESSED
ENO2,75.72,95.8,EXPRESSED
NF2,75.69,95.8,EXPRESSED
ZYX,75.69,95.8,EXPRESSED
THBS2,75.56,95.8,EXPRESSED
EI24,75.4,95.8,EXPRESSED
GLUL,75.39,95.8,EXPRESSED
ITGB2,75.34,95.8,EXPRESSED
CTSA,75.27,95.8,EXPRESSED
CCDC88A,75.24,95.8,EXPRESSED
PAPOLG,74.92,95.8,EXPRESSED
DIPK1A,74.9,95.8,EXPRESSED
NUP98,74.88,95.8,EXPRESSED
LUZP1,74.73,95.8,EXPRESSED
PDE4D,74.67,95.7,EXPRESSED
CFL1,74.59,95.7,EXPRESSED
HERC2,74.55,95.7,EXPRESSED
ALG2,74.54,95.7,EXPRESSED
NPIPB5,74.45,95.7,EXPRESSED
ACSL3,74.43,95.7,EXPRESSED
CEP170,74.4,95.7,EXPRESSED
RETREG3,74.38,95.7,EXPRESSED
PBXIP1,74.27,95.7,EXPRESSED
SLC16A1,74.16,95.7,EXPRESSED
EVA1A,74.11,95.7,EXPRESSED
PIGM,74.01,95.7,EXPRESSED
CDH5,74.0,95.7,EXPRESSED
FUT8,73.89,95.7,EXPRESSED
HLA-B,73.87,95.7,EXPRESSED
FOLH1,73.87,95.7,EXPRESSED
RELL1,73.85,95.7,EXPRESSED
FURIN,73.81,95.7,EXPRESSED
S1PR3,73.73,95.7,EXPRESSED
RPGR,73.73,95.7,EXPRESSED
NID2,73.63,95.7,EXPRESSED
CIAO2A,73.58,95.7,EXPRESSED
TM9SF4,73.55,95.7,EXPRESSED
ARHGEF17,73.48,95.7,EXPRESSED
GXYLT1,73.46,95.7,EXPRESSED
PHTF2,73.38,95.7,EXPRESSED
NAA25,73.36,95.7,EXPRESSED
C1QBP,73.24,95.7,EXPRESSED
PPP1R18,73.23,95.7,EXPRESSED
EDNRB,73.07,95.6,EXPRESSED
LTN1,73.05,95.6,EXPRESSED
INTS14,73.04,95.6,EXPRESSED
RGP1,73.04,95.6,EXPRESSED
MARCHF1,73.01,95.6,EXPRESSED
ITFG1,72.9,95.6,EXPRESSED
NUMB,72.88,95.6,EXPRESSED
PCDHGB2,72.88,95.6,EXPRESSED
PLCG1,72.67,95.6,EXPRESSED
EFCAB14,72.66,95.6,EXPRESSED
PRTG,72.62,95.6,EXPRESSED
YIPF4,72.58,95.6,EXPRESSED
MYLK,72.57,95.6,EXPRESSED
TMEM9B,72.54,95.6,EXPRESSED
MEGF9,72.46,95.6,EXPRESSED
NBAS,72.43,95.6,EXPRESSED
FGFR2,72.35,95.6,EXPRESSED
VAPB,72.24,95.6,EXPRESSED
SLC35B2,72.15,95.6,EXPRESSED
KDR,72.12,95.6,EXPRESSED
ATG13,72.12,95.6,EXPRESSED
MPC1,72.07,95.6,EXPRESSED
SEC61B,72.05,95.6,EXPRESSED
DPY19L4,71.99,95.6,EXPRESSED
HTR1F,71.93,95.6,EXPRESSED
MFN1,71.81,95.6,EXPRESSED
CLMN,71.78,95.6,EXPRESSED
C6orf89,71.77,95.6,EXPRESSED
GULP1,71.75,95.6,EXPRESSED
SMG5,71.73,95.6,EXPRESSED
UBE2D3,71.68,95.5,EXPRESSED
TMEM97,71.61,95.5,EXPRESSED
SUSD6,71.53,95.5,EXPRESSED
CNTN1,71.52,95.5,EXPRESSED
DNAJB14,71.43,95.5,EXPRESSED
GM2A,71.4,95.5,EXPRESSED
ZNF433,71.35,95.5,EXPRESSED
PCDHB12,71.33,95.5,EXPRESSED
NTM,71.21,95.5,EXPRESSED
HACD2,71.17,95.5,EXPRESSED
TSC1,71.16,95.5,EXPRESSED
DCP1B,71.12,95.5,EXPRESSED
TRMT10B,70.98,95.5,EXPRESSED
IFITM2,70.93,95.5,EXPRESSED
KLHL5,70.89,95.5,EXPRESSED
TMEM106C,70.87,95.5,EXPRESSED
PLXNB1,70.8,95.5,EXPRESSED
TFRC,70.73,95.5,EXPRESSED
TAOK2,70.7,95.5,EXPRESSED
NINJ1,70.64,95.5,EXPRESSED
SLF2,70.55,95.5,EXPRESSED
DNAJC25,70.49,95.5,EXPRESSED
ATP10D,70.34,95.5,EXPRESSED
DDX60L,70.31,95.5,EXPRESSED
ABCD3,70.2,95.5,EXPRESSED
SLC2A3,70.2,95.5,EXPRESSED
NFX1,70.02,95.5,EXPRESSED
SPRED2,69.99,95.5,EXPRESSED
AGL,69.98,95.5,EXPRESSED
SPTSSA,69.82,95.4,EXPRESSED
FZD6,69.79,95.4,EXPRESSED
NRXN1,69.75,95.4,EXPRESSED
RGS3,69.48,95.4,EXPRESSED
PLPP5,69.43,95.4,EXPRESSED
MID1,69.37,95.4,EXPRESSED
STX2,69.34,95.4,EXPRESSED
ABCC4,69.32,95.4,EXPRESSED
AGA,69.31,95.4,EXPRESSED
RIOK2,69.28,95.4,EXPRESSED
COLGALT2,69.23,95.4,EXPRESSED
TIMM17A,69.2,95.4,EXPRESSED
STX10,69.18,95.4,EXPRESSED
CAV1,69.14,95.4,EXPRESSED
PARVA,69.05,95.4,EXPRESSED
ARHGAP42,68.96,95.4,EXPRESSED
TRIM44,68.93,95.4,EXPRESSED
NRN1,68.84,95.4,EXPRESSED
TMEM126B,68.83,95.4,EXPRESSED
TMED5,68.76,95.4,EXPRESSED
ATP1A1,68.72,95.4,EXPRESSED
SAMHD1,68.53,95.4,EXPRESSED
PCMT1,68.45,95.4,EXPRESSED
CUEDC2,68.41,95.4,EXPRESSED
LRP10,68.34,95.4,EXPRESSED
CD4,68.25,95.4,EXPRESSED
SLC11A2,68.22,95.4,EXPRESSED
HSPB1,68.21,95.4,EXPRESSED
ADSS2,68.16,95.3,EXPRESSED
B3GNT2,68.13,95.3,EXPRESSED
CRYBG3,68.1,95.3,EXPRESSED
CCBE1,67.94,95.3,EXPRESSED
DLG1,67.88,95.3,EXPRESSED
PLPPR4,67.88,95.3,EXPRESSED
ENC1,67.87,95.3,EXPRESSED
IGHA2,67.65,95.3,EXPRESSED
ITPRIPL2,67.61,95.3,EXPRESSED
EHBP1L1,67.49,95.3,EXPRESSED
FAIM,67.46,95.3,EXPRESSED
TMEM209,67.45,95.3,EXPRESSED
PI4KA,67.26,95.3,EXPRESSED
ST7,67.23,95.3,EXPRESSED
TMEM214,67.16,95.3,EXPRESSED
TM4SF1,67.08,95.3,EXPRESSED
SPIRE1,67.06,95.3,EXPRESSED
PCNX4,67.06,95.3,EXPRESSED
DAG1,66.91,95.3,EXPRESSED
SLC30A5,66.89,95.3,EXPRESSED
TMED4,66.77,95.3,EXPRESSED
PTRH2,66.76,95.3,EXPRESSED
METTL25,66.7,95.3,EXPRESSED
ALOX5AP,66.67,95.2,EXPRESSED
RETREG2,66.4,95.2,EXPRESSED
ATP6AP1,66.35,95.2,EXPRESSED
LMTK2,66.32,95.2,EXPRESSED
NPIPB12,66.29,95.2,EXPRESSED
LPCAT1,66.28,95.2,EXPRESSED
PODXL,66.26,95.2,EXPRESSED
KIF14,66.15,95.2,EXPRESSED
SLC2A10,66.11,95.2,EXPRESSED
FBXO38,65.82,95.2,EXPRESSED
TMEM127,65.71,95.2,EXPRESSED
PGD,65.58,95.2,EXPRESSED
PPP4R1,65.56,95.2,EXPRESSED
ACVR1,65.54,95.2,EXPRESSED
SLC25A3,65.52,95.2,EXPRESSED
TMEM64,65.51,95.2,EXPRESSED
KANSL2,65.5,95.2,EXPRESSED
MFF,65.46,95.2,EXPRESSED
CDC42EP4,65.42,95.2,EXPRESSED
SSR2,65.41,95.2,EXPRESSED
SLC19A2,65.4,95.2,EXPRESSED
LRRFIP1,65.38,95.2,EXPRESSED
FLT1,65.27,95.2,EXPRESSED
GLCCI1,65.25,95.2,EXPRESSED
ADAM12,65.14,95.2,EXPRESSED
RFLNB,65.13,95.2,EXPRESSED
PACSIN2,65.08,95.2,EXPRESSED
P4HA2,65.07,95.2,EXPRESSED
MMGT1,65.04,95.2,EXPRESSED
TRAM2,64.97,95.2,EXPRESSED
TMEM192,64.9,95.2,EXPRESSED
FKBP14,64.88,95.2,EXPRESSED
XPO6,64.87,95.1,EXPRESSED
IGKV3-20,64.73,95.1,EXPRESSED
PLCB4,64.73,95.1,EXPRESSED
TOR1B,64.7,95.1,EXPRESSED
CPVL,64.44,95.1,EXPRESSED
RHOT1,64.36,95.1,EXPRESSED
ITPRID2,64.36,95.1,EXPRESSED
PLXNA2,64.33,95.1,EXPRESSED
SUMF2,64.29,95.1,EXPRESSED
MIGA1,64.27,95.1,EXPRESSED
RNF114,64.21,95.1,EXPRESSED
CMTM3,64.21,95.1,EXPRESSED
TAS2R30,64.01,95.1,EXPRESSED
ACSL4,64.0,95.1,EXPRESSED
ACVR1B,63.96,95.1,EXPRESSED
BAX,63.93,95.1,EXPRESSED
MS4A4E,63.86,95.1,EXPRESSED
TMEM69,63.71,95.1,EXPRESSED
COLGALT1,63.59,95.1,EXPRESSED
ETNK1,63.51,95.1,EXPRESSED
SLC25A24,63.46,95.1,EXPRESSED
GALC,63.32,95.1,EXPRESSED
AGTPBP1,63.29,95.1,EXPRESSED
SELENOT,63.15,95.0,EXPRESSED
TOMM20,63.14,95.0,EXPRESSED
RNF217,63.06,95.0,EXPRESSED
GAPDH,62.79,95.0,EXPRESSED
AQR,62.78,95.0,EXPRESSED
SHOC1,62.76,95.0,EXPRESSED
TTLL5,62.73,95.0,EXPRESSED
TAS2R19,62.5,95.0,EXPRESSED
LETMD1,62.46,95.0,EXPRESSED
PLSCR4,62.38,95.0,EXPRESSED
VAMP5,62.37,95.0,EXPRESSED
C2orf69,62.3,95.0,EXPRESSED
ADAM22,61.91,95.0,EXPRESSED
SIRPA,61.85,95.0,EXPRESSED
RFTN2,61.8,95.0,EXPRESSED
MESD,61.79,95.0,EXPRESSED
GOSR1,61.77,95.0,EXPRESSED
PTPRB,61.68,95.0,EXPRESSED
VRK2,61.68,95.0,EXPRESSED
ADGRD1,61.62,95.0,EXPRESSED
EVC2,61.59,95.0,EXPRESSED
ATP8B1,61.59,95.0,EXPRESSED
PIGC,61.54,94.9,EXPRESSED
ABCA2,61.51,94.9,EXPRESSED
THOC1,61.34,94.9,EXPRESSED
ZNF10,61.33,94.9,EXPRESSED
WBP4,61.32,94.9,EXPRESSED
FAM76B,61.3,94.9,EXPRESSED
GRK3,61.3,94.9,EXPRESSED
TSPAN31,61.27,94.9,EXPRESSED
SLC2A13,61.21,94.9,EXPRESSED
MDM1,61.2,94.9,EXPRESSED
MS4A4A,61.18,94.9,EXPRESSED
HYCC1,61.12,94.9,EXPRESSED
PHF20L1,61.07,94.9,EXPRESSED
MARCHF5,61.02,94.9,EXPRESSED
AADAT,60.99,94.9,EXPRESSED
ANKLE2,60.98,94.9,EXPRESSED
APOL4,60.94,94.9,EXPRESSED
LMAN2,60.94,94.9,EXPRESSED
FAM210A,60.78,94.9,EXPRESSED
STX5,60.68,94.9,EXPRESSED
PEX11B,60.64,94.9,EXPRESSED
RAB23,60.61,94.9,EXPRESSED
TMEM50B,60.58,94.9,EXPRESSED
STIM2,60.53,94.9,EXPRESSED
RSPH3,60.47,94.9,EXPRESSED
SRPRB,60.41,94.9,EXPRESSED
MAT2B,60.35,94.9,EXPRESSED
HECTD4,60.21,94.9,EXPRESSED
C11orf24,60.1,94.9,EXPRESSED
GPR18,60.06,94.9,EXPRESSED
RAPGEF4,60.02,94.8,EXPRESSED
COX7B,59.88,94.8,EXPRESSED
EPHA3,59.8,94.8,EXPRESSED
GPR21,59.79,94.8,EXPRESSED
MAN2A1,59.69,94.8,EXPRESSED
